DATE,CLOSE
2015-05-04,545.08
2015-05-05,552.65
2015-05-06,549.3
2015-05-07,552.98
2015-05-08,554.51
2015-05-11,551.67
2015-05-12,544.41
2015-05-13,542.82
2015-05-14,543.69
2015-05-15,537.44
2015-05-18,528.95
2015-05-19,536.82
2015-05-20,550.1
2015-05-21,552.56
2015-05-22,561.82
2015-05-25,563.0
2015-05-26,567.2
2015-05-27,566.48
2015-05-28,572.97
2015-05-29,569.56
2015-06-01,574.98
2015-06-02,570.31
2015-06-03,567.9
2015-06-04,568.99
2015-06-05,578.07
2015-06-08,579.83
2015-06-09,574.47
2015-06-10,574.1
2015-06-11,581.05
2015-06-12,582.73
2015-06-15,586.48
2015-06-16,580.35
2015-06-17,578.87
2015-06-18,580.35
2015-06-19,585.15
2015-06-22,594.08
2015-06-23,593.07
2015-06-24,590.02
2015-06-25,587.99
2015-06-26,581.75
2015-06-29,591.75
2015-06-30,593.05
2015-07-01,591.5
2015-07-02,605.7
2015-07-03,616.43
2015-07-06,625.22
2015-07-07,630.27
2015-07-08,623.17
2015-07-09,622.1
2015-07-10,627.28
2015-07-13,634.06
2015-07-14,638.69
2015-07-15,630.89
2015-07-16,626.9
2015-07-17,628.63
2015-07-20,620.54
2015-07-21,616.61
2015-07-22,629.85
2015-07-23,632.01
2015-07-24,631.26
2015-07-27,635.46
2015-07-28,631.47
2015-07-29,624.7
2015-07-30,626.57
2015-07-31,621.06
2015-08-03,609.47
2015-08-04,600.76
2015-08-05,607.08
2015-08-06,601.04
2015-08-07,603.76
2015-08-10,614.53
2015-08-11,613.05
2015-08-12,604.24
2015-08-13,594.26
2015-08-14,589.03
2015-08-17,573.15
2015-08-18,580.22
2015-08-19,577.82
2015-08-20,566.69
2015-08-21,556.3
2015-08-24,526.93
2015-08-25,529.98
2015-08-26,545.89
2015-08-27,555.81
2015-08-28,570.87
2015-08-31,564.75
2015-09-01,562.31
2015-09-03,554.3
2015-09-04,556.81
2015-09-07,554.93
2015-09-08,566.72
2015-09-09,572.34
2015-09-10,572.07
2015-09-11,566.74
2015-09-14,562.17
2015-09-15,563.27
2015-09-16,564.13
2015-09-17,562.48
2015-09-18,566.25
2015-09-21,572.12
2015-09-22,573.2
2015-09-23,572.72
2015-09-24,570.25
2015-09-25,570.38
2015-09-28,564.88
2015-09-29,561.19
2015-09-30,562.64
2015-10-01,563.54
2015-10-02,562.31
2015-10-05,570.0
2015-10-06,581.29
2015-10-07,579.57
2015-10-08,586.78
2015-10-09,588.02
2015-10-12,592.1
2015-10-13,590.84
2015-10-14,589.98
2015-10-15,592.4
2015-10-16,593.02
2015-10-19,594.61
2015-10-20,590.45
2015-10-21,590.24
2015-10-22,595.08
2015-10-23,601.74
2015-10-26,598.61
2015-10-27,598.44
2015-10-28,596.24
2015-10-29,605.2
2015-10-30,607.37
2015-11-02,602.76
2015-11-03,611.71
2015-11-04,610.6
2015-11-05,615.18
2015-11-06,612.36
2015-11-09,610.66
2015-11-10,605.27
2015-11-11,603.53
2015-11-12,605.58
2015-11-13,611.27
2015-11-16,609.21
2015-11-17,605.05
2015-11-18,603.34
2015-11-19,601.9
2015-11-20,604.46
2015-11-23,599.99
2015-11-24,593.83
2015-11-25,595.7
2015-11-26,590.4
2015-11-27,582.86
2015-11-30,573.2
2015-12-01,570.41
2015-12-02,574.42
2015-12-03,574.38
2015-12-04,571.62
2015-12-07,563.62
2015-12-08,574.15
2015-12-09,565.2
2015-12-10,561.04
2015-12-11,563.43
2015-12-14,562.22
2015-12-15,568.0
2015-12-16,572.55
2015-12-17,577.11
2015-12-18,568.18
2015-12-21,566.9
2015-12-22,566.35
2015-12-23,564.27
2015-12-24,566.17
2015-12-25,567.67
2015-12-28,569.9
2015-12-29,576.29
2015-12-30,579.45
2015-12-31,579.03
2016-01-04,574.41
2016-01-05,569.94
2016-01-06,574.57
2016-01-07,565.36
2016-01-08,560.05
2016-01-11,557.87
2016-01-12,564.26
2016-01-13,560.37
2016-01-14,553.03
2016-01-15,543.04
2016-01-18,526.37
2016-01-19,535.77
2016-01-20,529.44
2016-01-21,521.88
2016-01-22,522.24
2016-01-25,542.35
2016-01-26,537.73
2016-01-27,542.69
2016-01-28,539.47
2016-01-29,545.25
2016-02-01,540.56
2016-02-02,536.45
2016-02-03,539.07
2016-02-04,542.15
2016-02-05,544.75
2016-02-15,543.79
2016-02-16,548.05
2016-02-17,547.05
2016-02-18,552.49
2016-02-19,554.03
2016-02-22,560.71
2016-02-23,561.28
2016-02-24,568.04
2016-02-25,562.82
2016-02-26,566.11
2016-02-29,559.37
2016-03-01,561.56
2016-03-02,570.18
2016-03-03,570.39
2016-03-04,573.65
2016-03-07,576.2
2016-03-08,574.71
2016-03-09,571.71
2016-03-10,575.91
2016-03-11,577.26
2016-03-14,577.98
2016-03-15,574.04
2016-03-16,577.07
2016-03-17,579.26
2016-03-18,575.82
2016-03-21,572.27
2016-03-22,570.91
2016-03-23,574.71
2016-03-24,570.66
2016-03-25,572.08
2016-03-28,575.72
2016-03-29,568.28
2016-03-30,569.91
2016-03-31,561.22
2016-04-01,558.43
2016-04-04,555.82
2016-04-05,560.32
2016-04-06,567.79
2016-04-07,571.6
2016-04-08,572.34
2016-04-11,579.27
2016-04-12,579.84
2016-04-13,578.02
2016-04-14,579.49
2016-04-15,579.86
2016-04-19,568.28
2016-04-20,568.03
2016-04-21,575.73
2016-04-22,592.48
